county_label,month,donation_count,housing_burden,price_income_ratio,total_county_invoice_count,total_county_invoice_amount,industry_invoice_count,industry_invoice_amount,year,month_num,month_sin,month_cos,industry_count_share,industry_amount_share,log_industry_invoice_count,log_industry_invoice_amount,log_total_county_invoice_count,log_total_county_invoice_amount,carrier_usage_ratio,n_active_industries,industry_hhi,industry_entropy,top1_industry_share,top3_industry_share,row_count_per_county_month,donation_count_lag1,donation_count_lag2,donation_count_lag3,donation_count_roll3_mean,donation_count_roll3_std,donation_count_roll3_min,donation_count_roll3_max,industry_label,carrier_type_label
0,2023-01,15186,39.7,0.33,9332770,5227299297,365,40030,2023,1,0.49999999999999994,0.8660254037844387,3.910950339502634e-05,7.657874119236605e-06,5.902633333401366,10.597409432938644,16.049042527656265,22.377160595034077,0.3727704636458415,54.0,0.5392722549647939,1.1807751437016987,0.7229888875435696,0.8662135678903476,90.0,17318.0,17074.0,17214.0,17202.0,99.97332977682932,17074.0,17318.0,13,1
0,2023-01,15186,39.7,0.33,9332770,5227299297,61,6800,2023,1,0.49999999999999994,0.8660254037844387,6.536108786566046e-06,1.3008629530554312e-06,4.127134385045092,8.824824939175638,16.049042527656265,22.377160595034077,0.3727704636458415,54.0,0.5392722549647939,1.1807751437016987,0.7229888875435696,0.8662135678903476,90.0,17318.0,17074.0,17214.0,17202.0,99.97332977682932,17074.0,17318.0,13,0
0,2023-01,15186,39.7,0.33,9332770,5227299297,42,77710,2023,1,0.49999999999999994,0.8660254037844387,4.500271623537278e-06,1.486618530616729e-05,3.7612001156935624,11.260752096477201,16.049042527656265,22.377160595034077,0.3727704636458415,54.0,0.5392722549647939,1.1807751437016987,0.7229888875435696,0.8662135678903476,90.0,17318.0,17074.0,17214.0,17202.0,99.97332977682932,17074.0,17318.0,15,1
0,2023-01,15186,39.7,0.33,9332770,5227299297,20,2850,2023,1,0.49999999999999994,0.8660254037844387,2.1429864873987038e-06,5.452146200305852e-07,3.044522437723423,7.955425088912672,16.049042527656265,22.377160595034077,0.3727704636458415,54.0,0.5392722549647939,1.1807751437016987,0.7229888875435696,0.8662135678903476,90.0,17318.0,17074.0,17214.0,17202.0,99.97332977682932,17074.0,17318.0,18,0
0,2023-01,15186,39.7,0.33,9332770,5227299297,2646,516610,2023,1,0.49999999999999994,0.8660254037844387,0.0002835171122828485,9.88292367908774e-05,7.881182202227102,13.155045452487256,16.049042527656265,22.377160595034077,0.3727704636458415,54.0,0.5392722549647939,1.1807751437016987,0.7229888875435696,0.8662135678903476,90.0,17318.0,17074.0,17214.0,17202.0,99.97332977682932,17074.0,17318.0,18,1
0,2023-01,15186,39.7,0.33,9332770,5227299297,291,3120164,2023,1,0.49999999999999994,0.8660254037844387,3.118045339165114e-05,0.0005968979051554775,5.676753802268282,14.953396443002708,16.049042527656265,22.377160595034077,0.3727704636458415,54.0,0.5392722549647939,1.1807751437016987,0.7229888875435696,0.8662135678903476,90.0,17318.0,17074.0,17214.0,17202.0,99.97332977682932,17074.0,17318.0,19,1
0,2023-01,15186,39.7,0.33,9332770,5227299297,2,1790,2023,1,0.49999999999999994,0.8660254037844387,2.1429864873987036e-07,3.4243304205429735e-07,1.0986122886681098,7.490529402060711,16.049042527656265,22.377160595034077,0.3727704636458415,54.0,0.5392722549647939,1.1807751437016987,0.7229888875435696,0.8662135678903476,90.0,17318.0,17074.0,17214.0,17202.0,99.97332977682932,17074.0,17318.0,21,1
0,2023-01,15186,39.7,0.33,9332770,5227299297,593,432280,2023,1,0.49999999999999994,0.8660254037844387,6.353954935137156e-05,8.269662313923556e-05,6.386879319362645,12.97683111872987,16.049042527656265,22.377160595034077,0.3727704636458415,54.0,0.5392722549647939,1.1807751437016987,0.7229888875435696,0.8662135678903476,90.0,17318.0,17074.0,17214.0,17202.0,99.97332977682932,17074.0,17318.0,22,1
0,2023-01,15186,39.7,0.33,9332770,5227299297,445,302200,2023,1,0.49999999999999994,0.8660254037844387,4.7681449344621156e-05,5.781188006078696e-05,6.100318952020064,12.618847637882144,16.049042527656265,22.377160595034077,0.3727704636458415,54.0,0.5392722549647939,1.1807751437016987,0.7229888875435696,0.8662135678903476,90.0,17318.0,17074.0,17214.0,17202.0,99.97332977682932,17074.0,17318.0,22,0
0,2023-01,15186,39.7,0.33,9332770,5227299297,97,252262006,2023,1,0.49999999999999994,0.8660254037844387,1.0393484463883713e-05,0.048258573245418664,4.584967478670572,19.345978815668737,16.049042527656265,22.377160595034077,0.3727704636458415,54.0,0.5392722549647939,1.1807751437016987,0.7229888875435696,0.8662135678903476,90.0,17318.0,17074.0,17214.0,17202.0,99.97332977682932,17074.0,17318.0,24,1
