feature,importance
month_num,0.14262462
county_label_2,0.123852864
time_index,0.093147986
county_label_11,0.07672999
row_count_per_county_month,0.070319794
donation_count_lag1,0.06147978
donation_count_roll3_max,0.053233285
carrier_usage_ratio,0.038107596
county_label_18,0.035523698
donation_count_roll3_min,0.033487003
county_label_1,0.032603636
county_label_4,0.027339894
county_label_14,0.024607057
n_active_industries,0.021542618
county_label_15,0.02028417
county_label_6,0.01797613
county_label_12,0.014886481
county_label_0,0.01408747
donation_count_lag3,0.009639959
county_label_8,0.009373203
county_label_3,0.009104212
county_label_16,0.0068193553
log_total_county_invoice_count,0.00616721
housing_burden,0.00556387
industry_hhi,0.005056504
log_total_county_invoice_amount,0.004782515
county_label_5,0.0041366327
county_label_10,0.003774425
donation_count_roll3_mean,0.0033293199
total_county_invoice_count,0.003068663
donation_count_roll3_std,0.0028272674
donation_count_lag2,0.0026569837
avg_invoice_value,0.002552759
price_income_ratio,0.0024965578
county_label_9,0.0023567097
total_county_invoice_amount,0.0022743852
county_label_17,0.0022282458
top3_industry_share,0.001987467
top1_industry_share,0.0019277874
county_label_13,0.001769975
county_label_7,0.001732558
industry_entropy,0.0016225046
month_cos,0.00049961626
month_sin,0.0004172804
