feature,importance
carrier_usage_ratio,0.18457621
time_index,0.17236024
county_label_2,0.10401445
month_num,0.09433832
industry_entropy,0.08157581
county_label_11,0.06872632
county_label_18,0.03511891
row_count_per_county_month,0.029751962
county_label_1,0.027292335
donation_count_roll3_max,0.02617099
donation_count_roll3_min,0.021842169
county_label_14,0.019942766
county_label_4,0.019096548
donation_count_lag1,0.016221846
county_label_6,0.01325212
county_label_3,0.0092654945
county_label_15,0.008461106
county_label_8,0.006871764
donation_count_lag3,0.006840503
county_label_0,0.006367547
total_county_invoice_amount,0.0063578086
donation_count_roll3_mean,0.005863676
county_label_5,0.003714819
log_total_county_invoice_amount,0.003395592
housing_burden,0.0033034382
donation_count_roll3_std,0.0030748094
top3_industry_share,0.0024136223
county_label_10,0.0023071023
total_county_invoice_count,0.0022975712
price_income_ratio,0.0020496265
industry_hhi,0.0019422824
avg_invoice_value,0.0017212698
log_total_county_invoice_count,0.0016834504
county_label_17,0.0015957337
n_active_industries,0.0012965198
top1_industry_share,0.0010417134
donation_count_lag2,0.0009453082
month_cos,0.00075295096
county_label_7,0.0006718401
county_label_16,0.00056827726
month_sin,0.00049170107
county_label_9,0.0004235489
county_label_12,0.0
county_label_13,0.0
