feature,importance
month_num,0.11905009
county_label_2,0.10149679
month_sin,0.09942192
county_label_11,0.06663097
time_index,0.06602914
donation_count_lag1,0.064672425
row_count_per_county_month,0.06142996
donation_count_roll3_max,0.046798266
month_cos,0.04192759
carrier_usage_ratio,0.03369074
n_active_industries,0.031840064
county_label_18,0.031716917
county_label_1,0.029486692
county_label_4,0.025340496
county_label_14,0.022972288
donation_count_roll3_min,0.019737974
county_label_15,0.016458414
county_label_6,0.015220665
county_label_0,0.012348932
donation_count_roll3_mean,0.009209929
county_label_8,0.008350015
county_label_3,0.008063272
donation_count_lag2,0.007929718
total_county_invoice_count,0.0075885584
top1_industry_share,0.005512598
housing_burden,0.005455396
donation_count_lag3,0.0041867536
industry_hhi,0.0039968854
county_label_10,0.0035151779
county_label_5,0.0033214407
log_total_county_invoice_amount,0.0031237793
county_label_16,0.0029437551
avg_invoice_value,0.0027431867
industry_entropy,0.002685987
log_total_county_invoice_count,0.0022138401
price_income_ratio,0.002042115
donation_count_roll3_std,0.001875596
county_label_17,0.0018627091
top3_industry_share,0.0018224146
county_label_7,0.0014012499
total_county_invoice_amount,0.0012021905
county_label_9,0.0011211421
county_label_13,0.0010060817
county_label_12,0.0005559112
