feature,importance
carrier_usage_ratio,0.1564962
month_num,0.14506592
county_label_2,0.14229715
county_label_11,0.09086161
row_count_per_county_month,0.06504237
time_index,0.03927925
county_label_18,0.038302165
donation_count_roll3_min,0.038245123
county_label_1,0.032854367
county_label_4,0.030593177
donation_count_lag1,0.030421227
month_sin,0.027844163
county_label_14,0.022997055
county_label_6,0.01680394
county_label_15,0.015513176
industry_hhi,0.011205458
month_cos,0.010055531
county_label_3,0.009664341
county_label_0,0.009638249
county_label_8,0.007482538
industry_entropy,0.0068068244
n_active_industries,0.0061273333
county_label_5,0.004595394
log_total_county_invoice_amount,0.00419276
donation_count_roll3_mean,0.0037857
housing_burden,0.0031897263
total_county_invoice_count,0.0031727355
county_label_10,0.0031429662
log_total_county_invoice_count,0.0030302645
total_county_invoice_amount,0.002693436
donation_count_roll3_max,0.0026495473
county_label_17,0.0024744957
donation_count_lag3,0.0018892157
donation_count_roll3_std,0.001829705
price_income_ratio,0.0012340475
top1_industry_share,0.001192284
donation_count_lag2,0.0011809554
avg_invoice_value,0.0010376516
county_label_12,0.0010009012
county_label_9,0.0009972345
county_label_7,0.0009856436
county_label_16,0.0007537353
county_label_13,0.00068752293
top3_industry_share,0.000686861
