feature,importance
carrier_usage_ratio,0.19087577
time_index,0.14176549
month_num,0.08552973
month_cos,0.085128084
county_label_2,0.081937306
county_label_11,0.06017825
industry_entropy,0.0352019
month_sin,0.034202065
county_label_18,0.033373572
donation_count_roll3_mean,0.03147194
donation_count_roll3_max,0.028903691
county_label_1,0.024843551
row_count_per_county_month,0.020386986
n_active_industries,0.018432157
county_label_14,0.016520947
donation_count_lag2,0.016461888
county_label_4,0.010098956
county_label_3,0.008479852
donation_count_roll3_min,0.007910703
county_label_6,0.0074408916
housing_burden,0.006871812
total_county_invoice_count,0.0063561937
donation_count_lag1,0.0057214014
county_label_8,0.0043385266
county_label_5,0.0040597613
county_label_15,0.0037770325
donation_count_roll3_std,0.00367624
county_label_0,0.0033074862
log_total_county_invoice_amount,0.0023895353
industry_hhi,0.0023221008
top3_industry_share,0.0022760977
price_income_ratio,0.0021403104
county_label_10,0.0019007672
county_label_17,0.0016585524
donation_count_lag3,0.001505036
county_label_12,0.0014372687
top1_industry_share,0.001412099
total_county_invoice_amount,0.0014026508
county_label_7,0.0011772839
avg_invoice_value,0.001133574
county_label_9,0.0007748214
log_total_county_invoice_count,0.0007112446
county_label_16,0.0005063974
county_label_13,0.0
