feature,importance
carrier_usage_ratio,0.15015912
time_index,0.12926225
county_label_2,0.10947553
month_num,0.09807055
month_sin,0.08429536
county_label_11,0.065249115
industry_entropy,0.057753902
row_count_per_county_month,0.03638824
county_label_18,0.032637794
county_label_1,0.026273498
donation_count_lag1,0.023961099
donation_count_roll3_max,0.022151228
county_label_4,0.020579109
month_cos,0.020071799
county_label_14,0.016857237
county_label_6,0.012142448
donation_count_roll3_mean,0.011779775
county_label_15,0.011233634
county_label_3,0.008037675
donation_count_lag3,0.007863019
total_county_invoice_amount,0.00673172
county_label_8,0.005917602
county_label_0,0.0058535687
donation_count_roll3_min,0.004948947
industry_hhi,0.004291986
county_label_5,0.0038912
housing_burden,0.0028397357
top1_industry_share,0.0026651933
log_total_county_invoice_count,0.0023471103
log_total_county_invoice_amount,0.0023248685
county_label_10,0.0020087413
county_label_17,0.001660316
price_income_ratio,0.0016101667
donation_count_roll3_std,0.0015375172
total_county_invoice_count,0.0013911453
avg_invoice_value,0.0013364158
county_label_16,0.0008216435
county_label_7,0.0008074108
n_active_industries,0.0007728909
donation_count_lag2,0.0007361341
top3_industry_share,0.0005333474
county_label_9,0.00042154087
county_label_12,0.00030848323
county_label_13,0.0
