county_label,county_name,month,year,donation_ratio,housing_burden,price_income_ratio,total_county_invoice_count,total_county_invoice_amount,industry_invoice_count,industry_invoice_amount,year,month_num,month_sin,month_cos,donation_ratio_lag1,donation_ratio_lag2,donation_ratio_lag3,industry_label,carrier_type_label
2,台北市,2019-01,2019,0.0163344982072147,58.07,0.29,130293075,112713025530,5588,156720974,2019,1,0.49999999999999994,0.8660254037844387,,,,0,0
2,台北市,2019-01,2019,0.0163344982072147,58.07,0.29,130293075,112713025530,81499,933194860,2019,1,0.49999999999999994,0.8660254037844387,,,,0,1
2,台北市,2019-01,2019,0.0163344982072147,58.07,0.29,130293075,112713025530,93203,43290008,2019,1,0.49999999999999994,0.8660254037844387,,,,1,0
2,台北市,2019-01,2019,0.0163344982072147,58.07,0.29,130293075,112713025530,1469908,3291163064,2019,1,0.49999999999999994,0.8660254037844387,,,,1,1
2,台北市,2019-01,2019,0.0163344982072147,58.07,0.29,130293075,112713025530,12527,43550461,2019,1,0.49999999999999994,0.8660254037844387,,,,2,1
2,台北市,2019-01,2019,0.0163344982072147,58.07,0.29,130293075,112713025530,1304,2107196,2019,1,0.49999999999999994,0.8660254037844387,,,,2,0
2,台北市,2019-01,2019,0.0163344982072147,58.07,0.29,130293075,112713025530,128569,294003371,2019,1,0.49999999999999994,0.8660254037844387,,,,3,1
2,台北市,2019-01,2019,0.0163344982072147,58.07,0.29,130293075,112713025530,163722,247195099,2019,1,0.49999999999999994,0.8660254037844387,,,,3,0
2,台北市,2019-01,2019,0.0163344982072147,58.07,0.29,130293075,112713025530,1504,1602785,2019,1,0.49999999999999994,0.8660254037844387,,,,4,0
2,台北市,2019-01,2019,0.0163344982072147,58.07,0.29,130293075,112713025530,285531,1540363900,2019,1,0.49999999999999994,0.8660254037844387,,,,4,1
2,台北市,2019-01,2019,0.0163344982072147,58.07,0.29,130293075,112713025530,923,22835591,2019,1,0.49999999999999994,0.8660254037844387,,,,6,1
2,台北市,2019-01,2019,0.0163344982072147,58.07,0.29,130293075,112713025530,2,9000,2019,1,0.49999999999999994,0.8660254037844387,,,,6,0
2,台北市,2019-01,2019,0.0163344982072147,58.07,0.29,130293075,112713025530,3402,7243781,2019,1,0.49999999999999994,0.8660254037844387,,,,7,0
2,台北市,2019-01,2019,0.0163344982072147,58.07,0.29,130293075,112713025530,3595,830376119,2019,1,0.49999999999999994,0.8660254037844387,,,,7,1
2,台北市,2019-01,2019,0.0163344982072147,58.07,0.29,130293075,112713025530,14044,30309405,2019,1,0.49999999999999994,0.8660254037844387,,,,8,1
2,台北市,2019-01,2019,0.0163344982072147,58.07,0.29,130293075,112713025530,880,4842781,2019,1,0.49999999999999994,0.8660254037844387,,,,8,0
2,台北市,2019-01,2019,0.0163344982072147,58.07,0.29,130293075,112713025530,225,297263,2019,1,0.49999999999999994,0.8660254037844387,,,,9,0
2,台北市,2019-01,2019,0.0163344982072147,58.07,0.29,130293075,112713025530,18952,511858962,2019,1,0.49999999999999994,0.8660254037844387,,,,9,1
2,台北市,2019-01,2019,0.0163344982072147,58.07,0.29,130293075,112713025530,9509,36308705,2019,1,0.49999999999999994,0.8660254037844387,,,,10,1
2,台北市,2019-01,2019,0.0163344982072147,58.07,0.29,130293075,112713025530,178369,241432155,2019,1,0.49999999999999994,0.8660254037844387,,,,10,0
2,台北市,2019-01,2019,0.0163344982072147,58.07,0.29,130293075,112713025530,9758,21297097,2019,1,0.49999999999999994,0.8660254037844387,,,,12,0
2,台北市,2019-01,2019,0.0163344982072147,58.07,0.29,130293075,112713025530,3291,523785350,2019,1,0.49999999999999994,0.8660254037844387,,,,12,1
2,台北市,2019-01,2019,0.0163344982072147,58.07,0.29,130293075,112713025530,25137,124419792,2019,1,0.49999999999999994,0.8660254037844387,,,,13,0
2,台北市,2019-01,2019,0.0163344982072147,58.07,0.29,130293075,112713025530,16650,58836179,2019,1,0.49999999999999994,0.8660254037844387,,,,13,1
2,台北市,2019-01,2019,0.0163344982072147,58.07,0.29,130293075,112713025530,43,55600,2019,1,0.49999999999999994,0.8660254037844387,,,,14,1
2,台北市,2019-01,2019,0.0163344982072147,58.07,0.29,130293075,112713025530,13,35123,2019,1,0.49999999999999994,0.8660254037844387,,,,15,0
2,台北市,2019-01,2019,0.0163344982072147,58.07,0.29,130293075,112713025530,1207,3326284,2019,1,0.49999999999999994,0.8660254037844387,,,,15,1
2,台北市,2019-01,2019,0.0163344982072147,58.07,0.29,130293075,112713025530,15,34945,2019,1,0.49999999999999994,0.8660254037844387,,,,16,1
2,台北市,2019-01,2019,0.0163344982072147,58.07,0.29,130293075,112713025530,84,222177,2019,1,0.49999999999999994,0.8660254037844387,,,,16,0
2,台北市,2019-01,2019,0.0163344982072147,58.07,0.29,130293075,112713025530,37479,55100120,2019,1,0.49999999999999994,0.8660254037844387,,,,17,0
2,台北市,2019-01,2019,0.0163344982072147,58.07,0.29,130293075,112713025530,489423,195258201,2019,1,0.49999999999999994,0.8660254037844387,,,,17,1
2,台北市,2019-01,2019,0.0163344982072147,58.07,0.29,130293075,112713025530,18832,13212360,2019,1,0.49999999999999994,0.8660254037844387,,,,18,1
2,台北市,2019-01,2019,0.0163344982072147,58.07,0.29,130293075,112713025530,1254,1799049,2019,1,0.49999999999999994,0.8660254037844387,,,,18,0
2,台北市,2019-01,2019,0.0163344982072147,58.07,0.29,130293075,112713025530,2782,96801875,2019,1,0.49999999999999994,0.8660254037844387,,,,19,1
2,台北市,2019-01,2019,0.0163344982072147,58.07,0.29,130293075,112713025530,52,95366,2019,1,0.49999999999999994,0.8660254037844387,,,,19,0
2,台北市,2019-01,2019,0.0163344982072147,58.07,0.29,130293075,112713025530,2,242339462,2019,1,0.49999999999999994,0.8660254037844387,,,,20,1
2,台北市,2019-01,2019,0.0163344982072147,58.07,0.29,130293075,112713025530,6326,7040172,2019,1,0.49999999999999994,0.8660254037844387,,,,21,1
