feature,importance
carrier_usage_ratio,0.2231439
time_index,0.18361105
county_label_2,0.0931094
month_num,0.09264866
county_label_11,0.06252583
industry_entropy,0.05713484
county_label_18,0.030498458
donation_count_roll3_max,0.02938108
county_label_1,0.025315972
row_count_per_county_month,0.019406872
county_label_14,0.017821558
month_sin,0.015121741
donation_count_lag1,0.014264919
donation_count_lag2,0.014145662
donation_count_roll3_min,0.013833203
county_label_4,0.012241968
housing_burden,0.009998655
donation_count_lag3,0.009809568
county_label_6,0.00787756
county_label_3,0.0074687256
month_cos,0.006803392
county_label_15,0.0061054663
industry_hhi,0.006093275
county_label_8,0.005971215
n_active_industries,0.0056926515
donation_count_roll3_mean,0.004034685
county_label_0,0.0038027347
county_label_5,0.0031407725
total_county_invoice_amount,0.0029689996
total_county_invoice_count,0.0029396995
county_label_10,0.0020876913
donation_count_roll3_std,0.001886418
county_label_17,0.001650857
price_income_ratio,0.0013093404
county_label_7,0.0009899015
county_label_12,0.0008522769
top1_industry_share,0.0007375947
county_label_16,0.0007272534
top3_industry_share,0.00064083707
avg_invoice_value,0.00058735535
log_total_county_invoice_amount,0.0005766161
log_total_county_invoice_count,0.00053978397
county_label_9,0.0005016069
county_label_13,0.0
