feature,importance
carrier_usage_ratio,0.21340673
time_index,0.18079895
county_label_2,0.09121906
month_num,0.07541886
industry_entropy,0.06140724
county_label_11,0.057274394
month_sin,0.04810413
county_label_18,0.030380337
donation_count_lag1,0.026185382
county_label_1,0.02515116
donation_count_roll3_max,0.024584182
row_count_per_county_month,0.022947777
month_cos,0.018718362
county_label_14,0.018203799
county_label_4,0.01633944
donation_count_roll3_mean,0.011861535
county_label_6,0.00903027
county_label_3,0.008156467
county_label_15,0.00697989
donation_count_lag2,0.006271242
county_label_8,0.004966476
donation_count_lag3,0.0045997323
housing_burden,0.0045772437
county_label_0,0.004287364
total_county_invoice_amount,0.0036264767
county_label_5,0.0031286518
log_total_county_invoice_count,0.002839071
n_active_industries,0.0027113566
county_label_10,0.0023726036
donation_count_roll3_min,0.0017896311
donation_count_roll3_std,0.0017198435
county_label_17,0.0015164937
industry_hhi,0.0014600868
price_income_ratio,0.0014293778
total_county_invoice_count,0.0012236339
avg_invoice_value,0.0011177649
county_label_7,0.00096033816
log_total_county_invoice_amount,0.000787435
county_label_16,0.0007079848
top3_industry_share,0.0006266756
top1_industry_share,0.0004305488
county_label_9,0.00037457215
county_label_12,0.00030739798
county_label_13,0.0
