feature,importance
month_num,0.1392002
county_label_2,0.11071789
month_sin,0.09477661
donation_count_lag1,0.066810094
county_label_11,0.06633786
row_count_per_county_month,0.063548185
carrier_usage_ratio,0.053475074
time_index,0.046146158
donation_count_roll3_min,0.045906156
month_cos,0.04097167
donation_count_roll3_max,0.032142542
county_label_18,0.030960442
county_label_4,0.027413035
county_label_1,0.02339757
county_label_14,0.017594796
county_label_6,0.015300419
n_active_industries,0.014358574
county_label_15,0.013562908
industry_entropy,0.011284531
county_label_0,0.010353863
log_total_county_invoice_amount,0.010036527
county_label_8,0.007132327
county_label_12,0.00691761
county_label_3,0.006294466
county_label_5,0.006258974
industry_hhi,0.0049158796
donation_count_roll3_mean,0.0041894377
county_label_10,0.0035402344
housing_burden,0.003490341
donation_count_lag3,0.0027189052
county_label_17,0.0023550396
total_county_invoice_count,0.0023092788
price_income_ratio,0.002145031
county_label_9,0.0020927878
avg_invoice_value,0.0019054763
donation_count_roll3_std,0.0018393027
top1_industry_share,0.0016094793
county_label_7,0.0013471805
total_county_invoice_amount,0.0013089417
county_label_16,0.0009608738
top3_industry_share,0.0008098219
county_label_13,0.00057281397
log_total_county_invoice_count,0.000570553
donation_count_lag2,0.00042020806
