county_label,donation_ratio_mean,donation_ratio_std,housing_burden_mean,housing_burden_std,price_income_ratio_mean,price_income_ratio_std,log_total_count_mean,log_total_count_std,avg_invoice_value_mean,avg_invoice_value_std,carrier_usage_ratio_mean,carrier_usage_ratio_std,n_active_industries_mean,n_active_industries_std,industry_hhi_mean,industry_hhi_std,county_name,county_english_name,cluster,plot_group,pc1_mean,pc2_mean
1,0.0033043416645854654,0.0014642406901786398,47.30102040816327,5.914164228393405,0.15244897959183673,0.25998822579305475,18.375018062397146,0.29077428163695174,821.8786815630183,150.7083447427676,0.39880287632851724,0.14661314085823376,74.9795918367347,3.9448795710302624,0.5046127744002822,0.024888013952648634,台中市,Taichung,1,1,0.1645328242332228,0.2603572067095903
2,0.018785780464364032,0.005402181539937473,65.00938775510204,4.944655535762511,0.013469387755102038,0.32066695482753965,19.042320018517714,0.3271586905403354,1099.4475036593183,219.39183828268222,0.6075071579644878,0.14433868829353522,81.55102040816327,1.1376368871809868,0.2790104077924246,0.04160759287969,台北市,Taipei,0,1,1.3594567648471305e-16,3.897109392561774e-16
15,0.0017035603492530573,0.0009705450903534354,37.162244897959184,3.3605426554018796,0.015306122448979591,0.3787705002197699,15.936070114557069,0.3006697856500787,442.26613228285765,66.24623101279668,0.37535277394781164,0.13438433396738325,38.3469387755102,4.4372993870529065,0.5868769547016786,0.021898485787813754,花蓮縣,Hualien,2,0,-0.40804230421605014,0.0442737064611725
17,0.003747203054087531,0.002206384771680406,30.317755102040817,2.8430018358726925,0.0636734693877551,0.26713521761421855,16.400845954956743,0.281131569404298,512.3904939365342,80.66259829580848,0.3560428588862149,0.11674120730197987,49.285714285714285,5.933661039639297,0.5375817307776434,0.014144420477770805,雲林縣,Yunlin,2,1,0.40804230421604976,-0.044273706461172804
18,0.0056724305703280825,0.0029944066131826538,37.792857142857144,5.473523773584979,0.13510204081632654,0.3016629082338126,18.205540798167053,0.2892571173121012,814.7573589124473,125.69279677755154,0.35868452969926967,0.13677996767380196,77.18367346938776,4.070593063812263,0.5303751694467886,0.026811183624086226,高雄市,Kaohsiung,1,0,-0.16453282423322277,-0.2603572067095905
