county_label,month,housing_burden,price_income_ratio,total_county_invoice_count,total_county_invoice_amount,donation_count,donation_ratio,carrier_usage_ratio,n_active_industries,industry_hhi,date,year,month_num,month_sin,month_cos,avg_invoice_value,log_total_count,log_total_amount,county_type,donation_seasonal,donation_trend,donation_ratio_lag1,donation_ratio_lag2,donation_ratio_lag3,donation_ratio_roll3,county_name
1,2019-12,40.16,0.41,74245183,49894549054,178820,0.0024085064212179,0.20378080285693417,70.0,0.5354352540008308,2019-12-01,2019,12,-2.4492935982947064e-16,1.0,672.0240564832334,18.122883471590594,24.633177596362298,metropolitan,0.0008995810841636163,0.0015097188589886076,0.0024240399141638,0.002320409129604,0.002336470344479,0.002360306462748933,台中市
1,2020-01,40.99,0.21,76911864,52602481372,0,0.0,0.18719964971854017,70.0,0.5382910329478505,2020-01-01,2020,1,0.49999999999999994,0.8660254037844387,683.9319532289583,18.158170713861583,24.686029129969032,metropolitan,-0.0007210799201322238,0.0013732375363235331,0.0024085064212179,0.0024240399141638,0.002320409129604,0.0023843184883285667,台中市
1,2022-01,45.08,0.38,149452312,144981352105,256981,0.001719484941792,0.3523114650779039,76.0,0.49365223421845306,2022-01-01,2022,1,0.49999999999999994,0.8660254037844387,970.0843711604809,18.822487923322534,25.699870964930987,metropolitan,-0.00024956402873554956,0.0016866352432265087,,,,,台中市
1,2022-02,45.08,0.38,131029857,114998053736,230395,0.0017583397042095,0.35901093137879253,78.0,0.48780645656547805,2022-02-01,2022,2,0.8660254037844386,0.5000000000000001,877.6477084608281,18.690935778858897,25.46818104114036,metropolitan,-0.0003815111487948313,0.0017356831890317896,0.001719484941792,,,0.001719484941792,台中市
1,2022-03,45.08,0.38,157067024,139911669230,286630,0.001824889736244,0.37728000754633256,77.0,0.4794886143589527,2022-03-01,2022,3,1.0,6.123233995736766e-17,890.7768522436638,18.872183183040107,25.664277126368773,metropolitan,1.2070211598308389e-05,0.0017839809795820378,0.0017583397042095,0.001719484941792,,0.0017389123230007499,台中市
1,2022-04,45.54,-0.13,149507303,130139513915,277092,0.0018533676578996,0.3833903618741621,78.0,0.4945086726694271,2022-04-01,2022,4,0.8660254037844387,-0.49999999999999983,870.4558995021133,18.822855805788883,25.591872895920982,metropolitan,-2.7551900842276386e-05,0.0018287141246819505,0.001824889736244,0.0017583397042095,0.001719484941792,0.0017675714607485,台中市
1,2022-05,45.54,-0.13,141291739,119125865492,280931,0.0019883044966981,0.395608005079476,77.0,0.49312479731776354,2022-05-01,2022,5,0.49999999999999994,-0.8660254037844387,843.1198195670873,18.76633738876277,25.50344646431306,metropolitan,0.00013360170178321684,0.0018693568819036668,0.0018533676578996,0.001824889736244,0.0017583397042095,0.0018121990327843666,台中市
1,2022-06,45.54,-0.13,148364373,132672033530,285368,0.0019234267245546,0.39630376761677144,78.0,0.49328162400511777,2022-06-01,2022,6,1.2246467991473532e-16,-1.0,894.2310801933561,18.815181792491323,25.611146006495765,metropolitan,-2.2927116638601185e-05,0.0019078437276788959,0.0019883044966981,0.0018533676578996,0.001824889736244,0.0018888539636138998,台中市
1,2022-07,46.96,0.2,165914819,135270415892,318026,0.001916802862558,0.3931059648143907,78.0,0.5003543281728822,2022-07-01,2022,7,-0.4999999999999998,-0.8660254037844388,815.3003855068546,18.926985082093147,25.630541692582597,metropolitan,-1.3273125467348262e-05,0.0019445171022695943,0.0019234267245546,0.0019883044966981,0.0018533676578996,0.0019216996263841,台中市
1,2022-08,46.96,0.2,165064677,141148727404,323380,0.0019591108520449,0.403951391732345,79.0,0.4947810335875937,2022-08-01,2022,8,-0.8660254037844384,-0.5000000000000004,855.1116445343422,18.921847942936466,25.6730799757002,metropolitan,8.513781793922119e-06,0.00197826199825612,0.001916802862558,0.0019234267245546,0.0019883044966981,0.0019428446946035665,台中市
