county_label,donation_ratio,housing_burden,price_income_ratio,log_total_count,avg_invoice_value,carrier_usage_ratio,n_active_industries,industry_hhi,county_name,county_english_name,cluster,pc1,pc2
1,0.0033043416645854654,47.30102040816327,0.15244897959183673,18.375018062397146,821.8786815630183,0.39880287632851724,74.9795918367347,0.5046127744002822,台中市,Taichung,2,0.30165304532990456,1.650015734912381
2,0.018785780464364032,65.00938775510204,0.013469387755102038,19.042320018517714,1099.4475036593183,0.6075071579644878,81.55102040816327,0.2790104077924246,台北市,Taipei,0,4.378792992204969,-1.192783231420589
15,0.0017035603492530573,37.162244897959184,0.015306122448979591,15.936070114557069,442.26613228285765,0.37535277394781164,38.3469387755102,0.5868769547016786,花蓮縣,Hualien,1,-2.503991606286011,-1.5327866392461127
17,0.003747203054087531,30.317755102040817,0.0636734693877551,16.400845954956743,512.3904939365342,0.3560428588862149,49.285714285714285,0.5375817307776434,雲林縣,Yunlin,1,-2.0590246219114268,-0.5219605116971203
18,0.0056724305703280825,37.792857142857144,0.13510204081632654,18.205540798167053,814.7573589124473,0.35868452969926967,77.18367346938776,0.5303751694467886,高雄市,Kaohsiung,2,-0.11742980933743385,1.5975146474514403
