county_label,county_name,county_english_name,month,cluster,plot_group,pc1,pc2
15,花蓮縣,Hualien,2022-01,2,0,-3.0822649036111183,-0.012911498952258698
15,花蓮縣,Hualien,2022-02,2,0,-3.08370546079517,-0.05806279184284393
15,花蓮縣,Hualien,2022-03,2,0,-3.0685128564601074,0.20539461008519005
15,花蓮縣,Hualien,2022-04,2,0,8.382220542112266,-0.34382903469796866
15,花蓮縣,Hualien,2022-05,2,0,8.390179121403772,-0.22967057984134823
15,花蓮縣,Hualien,2022-06,2,0,8.38426371568284,-0.33514101328247775
15,花蓮縣,Hualien,2022-07,2,0,-0.15598709643614003,0.17593895341637897
15,花蓮縣,Hualien,2022-08,2,0,-0.1503269954598956,0.2871838517605475
15,花蓮縣,Hualien,2022-09,2,0,-0.14730101262467227,0.30770115041806206
15,花蓮縣,Hualien,2022-10,2,0,2.425561411290739,0.3515676201458651
15,花蓮縣,Hualien,2022-11,2,0,2.4285272668585813,0.3863843655953932
15,花蓮縣,Hualien,2022-12,2,0,2.430503366484367,0.40824794293012096
15,花蓮縣,Hualien,2023-01,2,0,-5.770042656793272,0.772257651900269
15,花蓮縣,Hualien,2023-02,2,0,-5.758029487757179,0.9576432484750432
15,花蓮縣,Hualien,2023-03,2,0,-5.750795957363634,1.0696226587220152
15,花蓮縣,Hualien,2023-04,2,0,1.0768039936028293,0.6028622886561059
15,花蓮縣,Hualien,2023-05,2,0,1.0834201551763225,0.7103474491652007
15,花蓮縣,Hualien,2023-06,2,0,1.082184111954152,0.6954582800776075
15,花蓮縣,Hualien,2023-07,2,0,-1.4770159455693255,0.909475441998294
15,花蓮縣,Hualien,2023-08,2,0,-1.472695663538951,0.9929758575121012
15,花蓮縣,Hualien,2023-09,2,0,-1.4713727515282176,0.9760219882246077
15,花蓮縣,Hualien,2023-10,2,0,-1.6357214434499654,1.1366126497632554
15,花蓮縣,Hualien,2023-11,2,0,-1.6357207887491465,1.1089787707992775
15,花蓮縣,Hualien,2023-12,2,0,-1.6315448739041212,1.26577709830849
15,花蓮縣,Hualien,2024-01,2,0,3.838139631774935,0.9601118607078958
15,花蓮縣,Hualien,2024-02,2,0,3.834077834888385,0.8865464881586055
15,花蓮縣,Hualien,2024-03,2,0,3.8468252470875046,1.0756148932602387
15,花蓮縣,Hualien,2024-04,2,0,9.319514973993263,0.8320185117549517
15,花蓮縣,Hualien,2024-05,2,0,9.32378255778344,0.8959703542474498
15,花蓮縣,Hualien,2024-06,2,0,9.32104519000156,0.8586528423614818
15,花蓮縣,Hualien,2024-07,2,0,0.10140618735348775,1.444978147764645
15,花蓮縣,Hualien,2024-08,2,0,0.10203299833931896,1.46403449684859
15,花蓮縣,Hualien,2024-09,2,0,0.10743048370328555,1.5524427904363445
15,花蓮縣,Hualien,2024-10,2,0,-2.4497427285852122,1.8235976896088266
15,花蓮縣,Hualien,2024-11,2,0,-2.4515433297200735,1.7676111658735316
15,花蓮縣,Hualien,2024-12,2,0,-2.4476884349956767,1.8445065812019459
17,雲林縣,Yunlin,2019-01,2,1,6.892626380198196,-2.4203025314350035
17,雲林縣,Yunlin,2019-02,2,1,6.882164032982826,-2.6436805161487826
17,雲林縣,Yunlin,2019-03,2,1,6.894867824580902,-2.399100432147684
17,雲林縣,Yunlin,2019-04,2,1,-8.825109796760923,-1.6201751386737673
17,雲林縣,Yunlin,2019-05,2,1,-8.821631819297066,-1.5509625085027583
17,雲林縣,Yunlin,2019-06,2,1,-8.823296263216916,-1.5800109981904087
17,雲林縣,Yunlin,2019-07,2,1,-6.088572163366863,-1.6568264393717642
17,雲林縣,Yunlin,2019-08,2,1,-6.087580973207007,-1.6503086841932966
17,雲林縣,Yunlin,2019-09,2,1,-6.084191592163093,-1.5959875526408462
17,雲林縣,Yunlin,2019-10,2,1,2.8017900324474634,-2.0231424579514803
17,雲林縣,Yunlin,2019-11,2,1,2.8042207026059844,-1.9782827546958504
17,雲林縣,Yunlin,2019-12,2,1,2.8075990264911317,-1.8933609354896976
17,雲林縣,Yunlin,2020-01,2,1,12.537809442706257,-2.4619034909880257
17,雲林縣,Yunlin,2022-01,2,1,-0.3624615455459196,-0.2255683621423647
17,雲林縣,Yunlin,2022-02,2,1,-0.3649551358598624,-0.3224617825387545
17,雲林縣,Yunlin,2022-03,2,1,-0.3500039938078155,-0.03532990353704316
17,雲林縣,Yunlin,2022-04,2,1,0.3319249604351251,-0.13275027880024967
17,雲林縣,Yunlin,2022-05,2,1,0.3401531223329026,0.00796818657485592
17,雲林縣,Yunlin,2022-06,2,1,0.3403491326298016,-0.013171377541117583
17,雲林縣,Yunlin,2022-07,2,1,-3.760858749637743,0.19335282445306967
17,雲林縣,Yunlin,2022-08,2,1,-3.7561216216932958,0.276599988948071
17,雲林縣,Yunlin,2022-09,2,1,-3.7537275173837363,0.31026490091488074
17,雲林縣,Yunlin,2022-10,2,1,2.2293783594141834,0.06658602921322224
17,雲林縣,Yunlin,2022-11,2,1,2.234545791043111,0.1468881312402475
17,雲林縣,Yunlin,2022-12,2,1,2.2393374630890395,0.23786437151893777
17,雲林縣,Yunlin,2023-01,2,1,2.5827619534614144,0.09272929625467109
17,雲林縣,Yunlin,2023-02,2,1,2.6010484248583836,0.4248336732023448
17,雲林縣,Yunlin,2023-03,2,1,2.605566815203598,0.48162874846689885
17,雲林縣,Yunlin,2023-04,2,1,1.4063908870385153,0.47644578366393514
17,雲林縣,Yunlin,2023-05,2,1,1.4121835965964682,0.5760521303163781
17,雲林縣,Yunlin,2023-06,2,1,1.4136524034687117,0.6017879618006116
17,雲林縣,Yunlin,2023-07,2,1,-4.738220014160804,0.9084900732108094
17,雲林縣,Yunlin,2023-08,2,1,-4.733594580567246,1.0037642701198473
17,雲林縣,Yunlin,2023-09,2,1,-4.731301269040543,1.0239112499711625
17,雲林縣,Yunlin,2023-10,2,1,4.155545071467343,0.6100197015262617
17,雲林縣,Yunlin,2023-11,2,1,4.16053397146475,0.6952079964491744
17,雲林縣,Yunlin,2023-12,2,1,4.1626182256064,0.7461182856159392
17,雲林縣,Yunlin,2024-01,2,1,2.4602481318925498,0.9420525750759803
17,雲林縣,Yunlin,2024-02,2,1,2.460892675303739,0.9629893932986225
17,雲林縣,Yunlin,2024-03,2,1,2.4698468396942155,1.0569562990839663
17,雲林縣,Yunlin,2024-04,2,1,4.692947819093085,0.9660101682996571
17,雲林縣,Yunlin,2024-05,2,1,4.698024684453774,1.0480880863626174
17,雲林縣,Yunlin,2024-06,2,1,4.6960869100510685,1.0214115891482611
17,雲林縣,Yunlin,2024-07,2,1,2.308463801882934,1.2270428957191175
17,雲林縣,Yunlin,2024-08,2,1,2.3106693534002756,1.2787851201364482
17,雲林縣,Yunlin,2024-09,2,1,2.3138085799938,1.3096239599139807
17,雲林縣,Yunlin,2024-10,2,1,-3.660415914837667,1.7176697066992461
17,雲林縣,Yunlin,2024-11,2,1,-3.6592105151663787,1.7493268672575117
17,雲林縣,Yunlin,2024-12,2,1,-3.6527300435886314,1.8734442639346998
18,高雄市,Kaohsiung,2019-01,1,0,6.265536973192942,-3.170090779207267
18,高雄市,Kaohsiung,2019-02,1,0,6.2578081245399515,-3.3669314629069946
18,高雄市,Kaohsiung,2019-03,1,0,6.267244732636122,-3.1666570589307224
18,高雄市,Kaohsiung,2019-04,1,0,0.4600159307758843,-2.8571235587977157
18,高雄市,Kaohsiung,2019-05,1,0,0.4620852821973942,-2.83012086067646
18,高雄市,Kaohsiung,2019-06,1,0,0.46173379645983004,-2.856330920573221
18,高雄市,Kaohsiung,2019-07,1,0,-12.68717141533409,-2.024061740882988
18,高雄市,Kaohsiung,2019-08,1,0,-12.685530689011962,-2.0012232096592646
18,高雄市,Kaohsiung,2019-09,1,0,-12.68209411378352,-1.9550335121950433
18,高雄市,Kaohsiung,2019-10,1,0,-2.2625451364985403,-2.5056572390258784
18,高雄市,Kaohsiung,2019-11,1,0,-2.2611643763207674,-2.4633271915136192
18,高雄市,Kaohsiung,2019-12,1,0,-2.257507326232697,-2.3870631810412575
18,高雄市,Kaohsiung,2020-01,1,0,0.2927826937321101,-2.660070177200304
18,高雄市,Kaohsiung,2022-01,1,0,3.816619956117934,-0.7967564371588646
18,高雄市,Kaohsiung,2022-02,1,0,3.817546328839125,-0.8608058995096464
18,高雄市,Kaohsiung,2022-03,1,0,3.827784329127634,-0.6163361632332974
18,高雄市,Kaohsiung,2022-04,1,0,5.030867081715761,-0.6095397944413143
18,高雄市,Kaohsiung,2022-05,1,0,5.034136027836469,-0.5635645149843937
18,高雄市,Kaohsiung,2022-06,1,0,5.035244092992551,-0.5269309840360847
18,高雄市,Kaohsiung,2022-07,1,0,-7.265013152040104,0.07138123640703509
18,高雄市,Kaohsiung,2022-08,1,0,-7.257693676747409,0.2072326590580718
18,高雄市,Kaohsiung,2022-09,1,0,-7.253875078954519,0.3012024740854448
18,高雄市,Kaohsiung,2022-10,1,0,0.7798630407104636,-0.09285663573333133
18,高雄市,Kaohsiung,2022-11,1,0,0.7853233676989164,0.025992326897453483
18,高雄市,Kaohsiung,2022-12,1,0,0.7885299031222208,0.056410133877404775
18,高雄市,Kaohsiung,2023-01,1,0,-3.982161925706065,0.3785703471827819
18,高雄市,Kaohsiung,2023-02,1,0,-3.970069836550999,0.6525608233473159
18,高雄市,Kaohsiung,2023-03,1,0,-3.9650139506169073,0.7569399205211599
18,高雄市,Kaohsiung,2023-04,1,0,-1.2331999842788977,0.5058188569039024
18,高雄市,Kaohsiung,2023-05,1,0,-1.228922922990414,0.6160921859463836
18,高雄市,Kaohsiung,2023-06,1,0,-1.2245406879806164,0.6864273741362761
18,高雄市,Kaohsiung,2023-07,1,0,-1.7354123723784123,0.7239374719964973
18,高雄市,Kaohsiung,2023-08,1,0,-1.7301361318476216,0.8840273969816208
18,高雄市,Kaohsiung,2023-09,1,0,-1.7292861555368666,0.8534105444750746
18,高雄市,Kaohsiung,2023-10,1,0,-1.7239753520752181,0.9641896551704979
18,高雄市,Kaohsiung,2023-11,1,0,-1.7183467120607898,1.0530055279853014
18,高雄市,Kaohsiung,2023-12,1,0,-1.7162210130911455,1.076429444239513
18,高雄市,Kaohsiung,2024-01,1,0,7.860927900853386,0.8857907621951026
18,高雄市,Kaohsiung,2024-02,1,0,7.859148897211316,0.654576427677414
18,高雄市,Kaohsiung,2024-03,1,0,7.866570016788105,0.8469859637457982
18,高雄市,Kaohsiung,2024-04,1,0,5.824892361550013,1.065041593582526
18,高雄市,Kaohsiung,2024-05,1,0,5.826951765637492,1.0959494130923553
18,高雄市,Kaohsiung,2024-06,1,0,5.8293497760032995,1.1118405966766127
18,高雄市,Kaohsiung,2024-07,1,0,1.0514161479884334,1.4434300397912558
18,高雄市,Kaohsiung,2024-08,1,0,1.054710979684836,1.469091369704886
18,高雄市,Kaohsiung,2024-09,1,0,1.057265340337662,1.5184946785164761
18,高雄市,Kaohsiung,2024-10,1,0,-3.036698196765262,1.8324641459880693
18,高雄市,Kaohsiung,2024-11,1,0,-3.0360410637727027,1.8637383951102326
18,高雄市,Kaohsiung,2024-12,1,0,-3.033841964602243,1.951946427645269
