feature,mean_abs_shap,coefficient,pca_loading
carrier_usage_ratio,1.1134239773575794,0.9045443703717954,0.9045443703717962
price_income_ratio,0.2411413693625214,-0.05676593396541233,-0.056765933965412116
avg_invoice_value,0.11348087349650422,0.2525072952347003,0.2525072952347001
housing_burden,0.09667700957023136,0.24061591832401177,0.24061591832401386
donation_ratio,0.06278104311686311,0.1598965779756739,0.15989657797567308
n_active_industries,0.029267275354266573,0.120679634693677,0.12067963469367744
industry_hhi,0.0291498981209874,-0.11855304278431299,-0.11855304278431286
log_total_count,0.011739313508630384,0.05230528310338417,0.05230528310338416
