month,industry_invoice_count,industry_invoice_amount,housing_burden,price_income_ratio,total_county_invoice_count,total_county_invoice_amount,donation_count,donation_ratio,industry_label,carrier_type_label,county_label,date,year
2019-01,-0.20145824207444746,-0.23979175981865447,-1.5183699844796927,1.1709342440075443,-1.1728866555609678,-1.1722915766331377,-1.479620791368969,0.0163344982072147,0,0,2,2019-01-01,2019
2019-01,-0.18641041666826547,-0.06484950676165994,-1.5183699844796927,1.1709342440075443,-1.1728866555609678,-1.1722915766331377,-1.479620791368969,0.0163344982072147,0,1,2,2019-01-01,2019
2019-01,-0.18409033461752242,-0.26534814892105807,-1.5183699844796927,1.1709342440075443,-1.1728866555609678,-1.1722915766331377,-1.479620791368969,0.0163344982072147,1,0,2,2019-01-01,2019
2019-01,0.08881367765761297,0.46640888799202396,-1.5183699844796927,1.1709342440075443,-1.1728866555609678,-1.1722915766331377,-1.479620791368969,0.0163344982072147,1,1,2,2019-01-01,2019
2019-01,-0.20008272521268175,-0.26528946795901026,-1.5183699844796927,1.1709342440075443,-1.1728866555609678,-1.1722915766331377,-1.479620791368969,0.0163344982072147,2,1,2,2019-01-01,2019
2019-01,-0.20230745871024575,-0.27462677895408744,-1.5183699844796927,1.1709342440075443,-1.1728866555609678,-1.1722915766331377,-1.479620791368969,0.0163344982072147,2,0,2,2019-01-01,2019
2019-01,-0.17707973808585992,-0.20886156078779514,-1.5183699844796927,1.1709342440075443,-1.1728866555609678,-1.1722915766331377,-1.479620791368969,0.0163344982072147,3,1,2,2019-01-01,2019
2019-01,-0.17011136451017897,-0.21940762642249265,-1.5183699844796927,1.1709342440075443,-1.1728866555609678,-1.1722915766331377,-1.479620791368969,0.0163344982072147,3,0,2,2019-01-01,2019
2019-01,-0.20226781274218794,-0.2747404244976115,-1.5183699844796927,1.1709342440075443,-1.1728866555609678,-1.1722915766331377,-1.479620791368969,0.0163344982072147,4,0,2,2019-01-01,2019
2019-01,-0.14596518589441018,0.07194777870951229,-1.5183699844796927,1.1709342440075443,-1.1728866555609678,-1.1722915766331377,-1.479620791368969,0.0163344982072147,4,1,2,2019-01-01,2019
2019-01,-0.20238298427939588,-0.2699565998419011,-1.5183699844796927,1.1709342440075443,-1.1728866555609678,-1.1722915766331377,-1.479620791368969,0.0163344982072147,6,1,2,2019-01-01,2019
2019-01,-0.2025655539623021,-0.27509950977248765,-1.5183699844796927,1.1709342440075443,-1.1728866555609678,-1.1722915766331377,-1.479620791368969,0.0163344982072147,6,0,2,2019-01-01,2019
2019-01,-0.20189157250531933,-0.27346948858139,-1.5183699844796927,1.1709342440075443,-1.1728866555609678,-1.1722915766331377,-1.479620791368969,0.0163344982072147,7,0,2,2019-01-01,2019
2019-01,-0.20185331414614355,-0.08801492485406387,-1.5183699844796927,1.1709342440075443,-1.1728866555609678,-1.1722915766331377,-1.479620791368969,0.0163344982072147,7,1,2,2019-01-01,2019
2019-01,-0.19978201054496328,-0.2682727236888673,-1.5183699844796927,1.1709342440075443,-1.1728866555609678,-1.1722915766331377,-1.479620791368969,0.0163344982072147,8,1,2,2019-01-01,2019
2019-01,-0.20239150816252832,-0.27401044218866927,-1.5183699844796927,1.1709342440075443,-1.1728866555609678,-1.1722915766331377,-1.479620791368969,0.0163344982072147,8,0,2,2019-01-01,2019
