county_label,month,housing_burden,price_income_ratio,total_county_invoice_count,total_county_invoice_amount,donation_count,carrier_usage_ratio,n_active_industries,industry_hhi,industry_entropy,top1_industry_share,top3_industry_share,row_count_per_county_month,date,year,month_num,month_sin,month_cos,time_index,avg_invoice_value,log_total_county_invoice_count,log_total_county_invoice_amount,county_name,donation_count_lag1,donation_count_lag2,donation_count_lag3,donation_count_roll3_mean,donation_count_roll3_std,donation_count_roll3_min,donation_count_roll3_max
1,2019-11,40.16,0.41,73028913,45704700995,177025,0.19334347753471287,68.0,0.5456224397324041,1.071333490569808,0.7210185094771985,0.9073099034077092,120.0,2019-11-01,2019,11,-0.5000000000000004,0.8660254037844384,11,625.8439173947447,18.106366002884602,24.545466995989443,台中市,181808.0,176978.0,178413.0,179066.33333333334,2025.2338685253667,176978.0,181808.0
1,2019-12,40.16,0.41,74245183,49894549054,178820,0.20378080285693417,70.0,0.5354352540008308,1.1061957982916402,0.7144481144318817,0.8967085851212732,124.0,2019-12-01,2019,12,-2.4492935982947064e-16,1.0,12,672.0240564832334,18.122883471590594,24.633177596362298,台中市,177025.0,181808.0,176978.0,178603.66666666666,2265.8870718158537,176978.0,181808.0
1,2020-01,40.99,0.21,76911864,52602481372,0,0.18719964971854017,70.0,0.5382910329478505,1.1062123711068452,0.7165159851021163,0.9019296684839155,127.0,2020-01-01,2020,1,0.49999999999999994,0.8660254037844387,13,683.9319532289583,18.158170713861583,24.686029129969032,台中市,178820.0,177025.0,181808.0,179217.66666666666,1972.7943520690533,177025.0,181808.0
1,2022-01,45.08,0.38,149452312,144981352105,256981,0.3523114650779039,76.0,0.49365223421845306,1.1843811652646359,0.6788263068155145,0.8903607325927484,261.0,2022-01-01,2022,1,0.49999999999999994,0.8660254037844387,37,970.0843711604809,18.822487923322534,25.699870964930987,台中市,,,,,,,
1,2022-02,45.08,0.38,131029857,114998053736,230395,0.35901093137879253,78.0,0.48780645656547805,1.2049111497298686,0.6733643615286858,0.8890135551319422,269.0,2022-02-01,2022,2,0.8660254037844386,0.5000000000000001,38,877.6477084608281,18.690935778858897,25.46818104114036,台中市,256981.0,,,256981.0,0.0,256981.0,256981.0
1,2022-03,45.08,0.38,157067024,139911669230,286630,0.37728000754633256,77.0,0.4794886143589527,1.2137025752438646,0.666802129007041,0.8812203636073221,265.0,2022-03-01,2022,3,1.0,6.123233995736766e-17,39,890.7768522436638,18.872183183040107,25.664277126368773,台中市,230395.0,256981.0,,243688.0,13293.0,230395.0,256981.0
1,2022-04,45.54,-0.13,149507303,130139513915,277092,0.3833903618741621,78.0,0.4945086726694271,1.168559548607472,0.6773702552844526,0.8969107147896315,270.0,2022-04-01,2022,4,0.8660254037844387,-0.4999999999999998,40,870.4558995021133,18.822855805788883,25.591872895920982,台中市,286630.0,230395.0,256981.0,258002.0,22969.191496437135,230395.0,286630.0
1,2022-05,45.54,-0.13,141291739,119125865492,280931,0.395608005079476,77.0,0.49312479731776354,1.1667215726638966,0.6766192466496572,0.8950303527653517,265.0,2022-05-01,2022,5,0.49999999999999994,-0.8660254037844387,41,843.1198195670873,18.76633738876277,25.50344646431306,台中市,277092.0,286630.0,230395.0,264705.6666666667,24571.796113068784,230395.0,286630.0
1,2022-06,45.54,-0.13,148364373,132672033530,285368,0.39630376761677144,78.0,0.49328162400511777,1.1732785766812168,0.6761042693180794,0.8974550918635971,265.0,2022-06-01,2022,6,1.2246467991473532e-16,-1.0,42,894.2310801933561,18.815181792491323,25.611146006495765,台中市,280931.0,277092.0,286630.0,281551.0,3918.4742779131097,277092.0,286630.0
1,2022-07,46.96,0.2,165914819,135270415892,318026,0.3931059648143907,78.0,0.5003543281728822,1.1621209240618864,0.6818274261565509,0.8971165619630397,272.0,2022-07-01,2022,7,-0.4999999999999997,-0.8660254037844388,43,815.3003855068546,18.926985082093147,25.630541692582597,台中市,285368.0,280931.0,277092.0,281130.3333333333,3381.601625791476,277092.0,285368.0
1,2022-08,46.96,0.2,165064677,141148727404,323380,0.403951391732345,79.0,0.4947810335875937,1.1871912612752706,0.6785443138752212,0.8897118430734882,279.0,2022-08-01,2022,8,-0.8660254037844384,-0.5000000000000004,44,855.1116445343422,18.921847942936466,25.6730799757002,台中市,318026.0,285368.0,280931.0,294775.0,16540.4250852268,280931.0,318026.0
1,2022-09,46.96,0.2,160778652,152245269523,309517,0.40811893982044334,77.0,0.5049140375620522,1.1486478414437822,0.6857467681716849,0.8983644296258935,269.0,2022-09-01,2022,9,-1.0,-1.8369701987210297e-16,45,946.9246546674617,18.895539150921294,25.748758672603802,台中市,323380.0,318026.0,285368.0,308924.6666666667,16799.875740281204,285368.0,323380.0
1,2022-10,46.53,-0.23,167958564,152483384552,319335,0.42256273993864346,78.0,0.5007801047860184,1.1628734487415133,0.6825520072915127,0.8955377410823779,271.0,2022-10-01,2022,10,-0.8660254037844386,0.5000000000000001,46,907.8631117136724,18.939227870042888,25.750321473307167,台中市,309517.0,323380.0,318026.0,316974.3333333333,5708.192611404147,309517.0,323380.0
1,2022-11,46.53,-0.23,161576975,151955316255,316357,0.4288430761870619,77.0,0.496058628878733,1.1758451284627196,0.6791497241485057,0.8930036411437955,270.0,2022-11-01,2022,11,-0.5000000000000004,0.8660254037844384,47,940.4515479696287,18.90049221865318,25.74685234257445,台中市,319335.0,309517.0,323380.0,317410.6666666667,5820.823901209252,309517.0,323380.0
1,2022-12,46.53,-0.23,164673797,153249842618,343078,0.4373085962182557,78.0,0.4954572132985696,1.1910005078012753,0.6803406616050761,0.8880274983882226,274.0,2022-12-01,2022,12,-2.4492935982947064e-16,1.0,48,930.6267627872818,18.919477093238644,25.75533538480625,台中市,316357.0,319335.0,309517.0,315069.6666666667,4110.2474648398265,309517.0,319335.0
