feature,importance
month_num,0.13012886
county_label_2,0.12537554
carrier_usage_ratio,0.11818715
time_index,0.086169966
month_sin,0.07644163
county_label_11,0.074525885
row_count_per_county_month,0.059577838
county_label_18,0.03371721
county_label_1,0.030622765
county_label_4,0.02574829
n_active_industries,0.021845866
donation_count_roll3_min,0.020743508
industry_hhi,0.020319588
county_label_14,0.020063583
donation_count_lag1,0.019999165
county_label_15,0.015870424
donation_count_lag3,0.015025454
county_label_6,0.014179745
month_cos,0.013099907
donation_count_roll3_max,0.010987151
county_label_0,0.008766915
county_label_3,0.0082406765
county_label_8,0.006993381
total_county_invoice_amount,0.0068797353
donation_count_roll3_mean,0.00657433
donation_count_lag2,0.00516987
county_label_5,0.0038244226
county_label_10,0.0029449833
housing_burden,0.0029264041
total_county_invoice_count,0.0028594376
county_label_17,0.0025931022
donation_count_roll3_std,0.0013712808
log_total_county_invoice_amount,0.001159415
log_total_county_invoice_count,0.0011519468
county_label_16,0.00085000956
industry_entropy,0.0008261791
price_income_ratio,0.00076571456
county_label_9,0.00074613915
top3_industry_share,0.00056657335
county_label_12,0.000532951
county_label_7,0.00053078734
top1_industry_share,0.00040547876
avg_invoice_value,0.00034845827
county_label_13,0.0003423803
