feature,importance
carrier_usage_ratio,0.20598914
time_index,0.14840466
county_label_2,0.09666175
month_num,0.08783762
county_label_11,0.06259978
industry_entropy,0.05703168
month_sin,0.04392039
donation_count_roll3_max,0.040273335
county_label_18,0.034970712
county_label_1,0.02831663
month_cos,0.02801049
donation_count_lag2,0.021128576
county_label_14,0.018415174
county_label_4,0.012832907
n_active_industries,0.01232284
row_count_per_county_month,0.012154629
donation_count_lag1,0.010261265
housing_burden,0.009299792
county_label_3,0.009015523
county_label_6,0.00776921
total_county_invoice_amount,0.0054974975
county_label_8,0.005361858
county_label_15,0.0052192234
donation_count_roll3_mean,0.0043292423
county_label_0,0.003688802
total_county_invoice_count,0.0030211802
county_label_5,0.0028559696
industry_hhi,0.0028349285
donation_count_roll3_std,0.002800225
donation_count_roll3_min,0.002527059
county_label_10,0.0020749094
price_income_ratio,0.0018873869
log_total_county_invoice_count,0.0017288883
donation_count_lag3,0.0016131001
county_label_17,0.0015027818
top1_industry_share,0.001217687
county_label_7,0.0011215524
county_label_12,0.00089965
county_label_16,0.0007151708
county_label_9,0.000651138
avg_invoice_value,0.00052314624
top3_industry_share,0.0004495903
log_total_county_invoice_amount,0.00026287732
county_label_13,0.0
