feature,importance
month_num,0.1547639
donation_count_roll3_max,0.1094224
county_label_2,0.10017169
row_count_per_county_month,0.07580255
county_label_11,0.07414245
month_sin,0.071677625
time_index,0.05143821
carrier_usage_ratio,0.047298033
county_label_18,0.0311733
county_label_1,0.028898124
county_label_4,0.025676165
donation_count_roll3_min,0.023164533
county_label_14,0.020528028
county_label_15,0.018148165
donation_count_lag1,0.017710283
county_label_12,0.015701909
county_label_6,0.014590396
month_cos,0.014149435
county_label_0,0.0111207655
county_label_8,0.008871429
donation_count_roll3_mean,0.008768703
county_label_3,0.008189268
donation_count_lag3,0.0073875566
housing_burden,0.0067848484
n_active_industries,0.005053444
county_label_5,0.004442624
top3_industry_share,0.004044313
county_label_10,0.003964665
log_total_county_invoice_amount,0.0037876894
county_label_16,0.003702115
top1_industry_share,0.0029189538
industry_entropy,0.0027918816
price_income_ratio,0.0027144465
log_total_county_invoice_count,0.0026708134
county_label_7,0.0024816182
total_county_invoice_count,0.002334731
industry_hhi,0.002196052
county_label_17,0.0021405907
total_county_invoice_amount,0.0020871772
avg_invoice_value,0.0018237882
donation_count_roll3_std,0.0016970336
donation_count_lag2,0.0016530169
county_label_9,0.0012538484
county_label_13,0.0006614684
