類別,中文名稱,編碼數字
縣市別,南投縣,0
縣市別,台中市,1
縣市別,台北市,2
縣市別,台南市,3
縣市別,台東縣,4
縣市別,嘉義市,5
縣市別,嘉義縣,6
縣市別,基隆市,7
縣市別,宜蘭縣,8
縣市別,屏東縣,9
縣市別,彰化縣,10
縣市別,新北市,11
縣市別,新竹市,12
縣市別,新竹縣,13
縣市別,桃園市,14
縣市別,花蓮縣,15
縣市別,苗栗縣,16
縣市別,雲林縣,17
縣市別,高雄市,18
