feature,importance
month_num,0.16136907
donation_count_roll3_max,0.13163729
time_index,0.100656606
county_label_2,0.09440573
row_count_per_county_month,0.0815786
county_label_11,0.06862327
carrier_usage_ratio,0.03973078
county_label_18,0.030580575
month_sin,0.029556852
county_label_4,0.02608413
county_label_1,0.025869815
county_label_15,0.017607186
county_label_14,0.017524948
county_label_6,0.015859105
month_cos,0.0139154885
donation_count_roll3_mean,0.01382405
donation_count_roll3_min,0.01217465
donation_count_lag1,0.011010251
county_label_0,0.010742362
county_label_8,0.008471813
industry_hhi,0.007348296
county_label_12,0.0066851345
county_label_3,0.0065710247
county_label_16,0.006548991
housing_burden,0.0064109373
n_active_industries,0.0059909876
industry_entropy,0.005365925
county_label_5,0.004499649
log_total_county_invoice_amount,0.004334682
donation_count_lag3,0.004083087
county_label_10,0.0037745903
price_income_ratio,0.002792501
donation_count_roll3_std,0.002606002
total_county_invoice_count,0.002524572
county_label_17,0.0024693627
log_total_county_invoice_count,0.0023286212
top3_industry_share,0.002238189
county_label_9,0.0022267532
avg_invoice_value,0.0021930765
top1_industry_share,0.0021117176
donation_count_lag2,0.0020395245
county_label_7,0.0018573141
total_county_invoice_amount,0.0017765108
county_label_13,0.0
