feature,importance
time_index,0.1448125
carrier_usage_ratio,0.12895261
month_sin,0.1242511
county_label_2,0.09538747
month_num,0.089539625
county_label_11,0.061895177
donation_count_lag1,0.03951666
row_count_per_county_month,0.033442076
county_label_18,0.029483054
industry_entropy,0.02778311
county_label_1,0.025052233
county_label_12,0.024728604
county_label_4,0.021124259
month_cos,0.020217296
county_label_14,0.015254193
donation_count_roll3_min,0.012142419
donation_count_roll3_mean,0.01206734
county_label_6,0.011504996
county_label_15,0.011133244
donation_count_roll3_max,0.011032946
county_label_3,0.007246807
county_label_8,0.0063361702
county_label_0,0.005957954
donation_count_lag3,0.0054431134
n_active_industries,0.004862361
top1_industry_share,0.0043421085
county_label_5,0.004211137
total_county_invoice_amount,0.0038990693
industry_hhi,0.0030308287
county_label_10,0.0021345317
county_label_17,0.0018429015
housing_burden,0.0017958073
total_county_invoice_count,0.0017214176
donation_count_roll3_std,0.0013208381
log_total_county_invoice_amount,0.001043615
avg_invoice_value,0.0010297952
county_label_16,0.00083929795
price_income_ratio,0.00075373467
top3_industry_share,0.00060972036
log_total_county_invoice_count,0.0005886217
county_label_9,0.00056506874
donation_count_lag2,0.0004487046
county_label_7,0.0004328117
county_label_13,0.0002226267
