county_label,county_name,month,year,donation_ratio,housing_burden,price_income_ratio,total_county_invoice_count,total_county_invoice_amount,industry_invoice_count,industry_invoice_amount,year,month_num,month_sin,month_cos,donation_ratio_lag1,donation_ratio_lag2,donation_ratio_lag3,industry_label,carrier_type_label
4,台東縣,2019-01,2019,0.0015737959055469,28.72,-0.84,3947780,1687692508,262,152592,2019,1,0.49999999999999994,0.8660254037844387,,,,0,0
4,台東縣,2019-01,2019,0.0015737959055469,28.72,-0.84,3947780,1687692508,30116,12965542,2019,1,0.49999999999999994,0.8660254037844387,,,,0,1
4,台東縣,2019-01,2019,0.0015737959055469,28.72,-0.84,3947780,1687692508,19,8042,2019,1,0.49999999999999994,0.8660254037844387,,,,3,0
4,台東縣,2019-01,2019,0.0015737959055469,28.72,-0.84,3947780,1687692508,702,310708,2019,1,0.49999999999999994,0.8660254037844387,,,,3,1
4,台東縣,2019-01,2019,0.0015737959055469,28.72,-0.84,3947780,1687692508,33710,80711674,2019,1,0.49999999999999994,0.8660254037844387,,,,4,1
4,台東縣,2019-01,2019,0.0015737959055469,28.72,-0.84,3947780,1687692508,165,152496,2019,1,0.49999999999999994,0.8660254037844387,,,,4,0
4,台東縣,2019-01,2019,0.0015737959055469,28.72,-0.84,3947780,1687692508,31,205405,2019,1,0.49999999999999994,0.8660254037844387,,,,6,1
4,台東縣,2019-01,2019,0.0015737959055469,28.72,-0.84,3947780,1687692508,54637,22038044,2019,1,0.49999999999999994,0.8660254037844387,,,,8,1
4,台東縣,2019-01,2019,0.0015737959055469,28.72,-0.84,3947780,1687692508,893,492268,2019,1,0.49999999999999994,0.8660254037844387,,,,8,0
4,台東縣,2019-01,2019,0.0015737959055469,28.72,-0.84,3947780,1687692508,2987,394400,2019,1,0.49999999999999994,0.8660254037844387,,,,22,1
4,台東縣,2019-01,2019,0.0015737959055469,28.72,-0.84,3947780,1687692508,75,89610,2019,1,0.49999999999999994,0.8660254037844387,,,,36,1
4,台東縣,2019-01,2019,0.0015737959055469,28.72,-0.84,3947780,1687692508,6679,663220,2019,1,0.49999999999999994,0.8660254037844387,,,,42,1
4,台東縣,2019-01,2019,0.0015737959055469,28.72,-0.84,3947780,1687692508,35,3010,2019,1,0.49999999999999994,0.8660254037844387,,,,42,0
4,台東縣,2019-01,2019,0.0015737959055469,28.72,-0.84,3947780,1687692508,224,560327,2019,1,0.49999999999999994,0.8660254037844387,,,,43,1
