feature,importance
month_num,0.16913547
donation_count_roll3_max,0.14583501
county_label_2,0.09789197
row_count_per_county_month,0.08505882
county_label_11,0.077825174
time_index,0.05806697
county_label_18,0.035283428
carrier_usage_ratio,0.034460433
county_label_12,0.033426702
county_label_1,0.027732117
county_label_4,0.026268607
donation_count_lag1,0.023246149
county_label_14,0.019323815
county_label_15,0.01767314
month_sin,0.015796507
county_label_6,0.01540615
donation_count_lag3,0.013989217
county_label_0,0.009699095
county_label_8,0.008840622
month_cos,0.008054909
n_active_industries,0.0077249752
county_label_3,0.0076096184
county_label_5,0.007570289
donation_count_roll3_min,0.005482483
donation_count_roll3_mean,0.0054292907
industry_hhi,0.0037270912
county_label_10,0.003704291
housing_burden,0.0035744088
industry_entropy,0.0035720312
total_county_invoice_count,0.0028498587
price_income_ratio,0.0027195206
donation_count_lag2,0.0025901522
county_label_17,0.002365954
top1_industry_share,0.0023525152
avg_invoice_value,0.0022654557
county_label_7,0.0021754613
county_label_16,0.0019065986
donation_count_roll3_std,0.0018488425
log_total_county_invoice_count,0.0018352597
total_county_invoice_amount,0.0017296578
county_label_9,0.0015736847
log_total_county_invoice_amount,0.0015598049
top3_industry_share,0.00081846945
county_label_13,0.0
